inv_no,customer_key,inv_dt,subtotal,tax,total,curr,ship_type
INV-LNXK10Z,C29210,12/20/2025,1726.37,0.0,1726.37,USD,GROUND
INV-EL80023,C16180,10/02/2025,15522.68,1241.81,16764.49,USD,EXPRESS
INV-P99QXXE,C99808,03/05/2025,4039.61,201.98,4241.59,USD,GROUND
INV-CW2IVFY,C24911,11/30/2025,3627.2,290.18,3917.38,USD,GROUND
INV-1POL2BD,C15978,11/05/2024,4980.98,0.0,4980.98,USD,GROUND
INV-WT69768,C10456,07/25/2024,2884.7,144.23,3028.93,USD,GROUND
INV-B62BHQQ,C83948,05/04/2025,8687.79,0.0,8687.79,USD,EXPRESS
INV-FCDR2PO,C87356,11/16/2025,3993.84,319.51,4313.35,USD,2DAY
INV-26CZQJA,C63096,12/12/2024,4656.41,232.82,4889.23,USD,2DAY
INV-M7OBHI9,C94736,03/18/2024,17056.47,1364.52,18420.99,USD,EXPRESS
INV-XCYOCRE,C47375,07/30/2025,12689.9,634.5,13324.4,USD,EXPRESS
INV-LPWGOZ8,C83350,04/15/2025,8234.15,823.41,9057.56,USD,2DAY
INV-WJ9Z94O,C14637,08/28/2024,4695.39,0.0,4695.39,USD,GROUND
INV-X3DEWQT,C11386,02/14/2025,9252.46,740.2,9992.66,USD,EXPRESS
INV-CCYS85M,C99808,11/27/2025,11799.95,1180.0,12979.95,USD,EXPRESS
INV-O7JS72E,C83948,11/13/2025,4845.67,0.0,4845.67,USD,2DAY
INV-3E018HL,C70464,05/25/2024,5506.34,0.0,5506.34,USD,EXPRESS
INV-KPNS061,C97785,07/17/2025,16239.64,1299.17,17538.81,USD,EXPRESS
INV-KRKMHP8,C56067,04/29/2024,4588.85,0.0,4588.85,USD,GROUND
INV-5JPPZKP,C35443,10/01/2024,4907.69,0.0,4907.69,USD,GROUND
INV-AOKU0S6,C80551,10/30/2024,16920.21,0.0,16920.21,USD,EXPRESS
INV-X8N7OLD,C84879,03/04/2025,11972.27,957.78,12930.05,USD,EXPRESS
INV-1RP9E4J,C82971,05/23/2025,4285.43,214.27,4499.7,USD,GROUND
INV-0OQ29SP,C63096,02/19/2025,19951.77,1596.14,21547.91,USD,EXPRESS
INV-209I98P,C08929,05/04/2025,17863.06,1429.04,19292.1,USD,EXPRESS
INV-H5D7MZI,C93089,04/11/2024,3414.95,341.5,3756.45,USD,GROUND
INV-A0KG7F0,C47375,08/21/2025,4589.02,0.0,4589.02,USD,GROUND
INV-RSZR1P5,C11386,09/07/2024,13387.18,0.0,13387.18,USD,EXPRESS
INV-3ZDQ8UH,C24911,08/23/2024,4427.87,221.39,4649.26,USD,2DAY
INV-NNCGPUO,C28306,05/28/2025,17518.25,875.91,18394.16,USD,EXPRESS
INV-4GONRZD,C09581,07/27/2024,17212.48,0.0,17212.48,USD,EXPRESS
INV-5GYCQH9,C94736,10/13/2025,17435.2,871.76,18306.96,USD,EXPRESS
INV-1GIAQR4,C28306,11/06/2024,16155.06,1292.4,17447.46,USD,EXPRESS
INV-JPKCH5E,C63096,08/12/2025,2185.75,109.29,2295.04,USD,GROUND
INV-61ZU5N8,C86029,10/16/2024,2297.95,0.0,2297.95,USD,GROUND
INV-9ZFYYFM,C72495,03/22/2024,4589.72,458.97,5048.69,USD,GROUND
INV-FOOVRT0,C86029,07/03/2025,5043.14,0.0,5043.14,USD,2DAY
INV-RSGX0ZJ,C92842,12/28/2024,7759.89,387.99,8147.88,USD,2DAY
INV-CHIV87U,C34523,02/20/2024,4629.31,462.93,5092.24,USD,GROUND
INV-CGLKK8M,C14175,06/03/2025,8963.92,0.0,8963.92,USD,EXPRESS
INV-7N1W2UE,C86178,06/25/2025,12099.01,1209.9,13308.91,USD,EXPRESS
INV-21KGEQP,C99892,11/07/2025,2578.98,128.95,2707.93,USD,GROUND
INV-FQN50EU,C43677,07/07/2024,2152.47,215.25,2367.72,USD,GROUND
INV-S9U5V4G,C43677,11/21/2025,4232.74,211.64,4444.38,USD,GROUND
INV-CGHZQS8,C08929,03/09/2025,1175.83,117.58,1293.41,USD,GROUND
INV-ZNR9VD5,C10456,12/11/2025,7120.58,712.06,7832.64,USD,EXPRESS
INV-LRJQZ2E,C99892,01/17/2024,3771.49,377.15,4148.64,USD,GROUND
INV-0PXZ80Z,C09581,05/30/2025,2899.93,231.99,3131.92,USD,GROUND
INV-Q4TIDXX,C80551,03/05/2024,29874.07,1493.7,31367.77,USD,FREIGHT
INV-SSAY3XM,C16655,05/16/2025,11581.23,579.06,12160.29,USD,EXPRESS
INV-UD9SOEV,C14637,08/31/2024,10874.96,1087.5,11962.46,USD,EXPRESS
INV-8POPFU7,C11386,08/15/2024,2026.71,0.0,2026.71,USD,GROUND
INV-MY1F8Q6,C25055,12/30/2025,4034.2,322.74,4356.94,USD,GROUND
INV-RB346BK,C49018,09/08/2025,14305.67,1430.57,15736.24,USD,EXPRESS
INV-DESDBR4,C03366,10/24/2025,31610.4,0.0,31610.4,USD,FREIGHT
INV-N8DAWOA,C43677,05/02/2025,46934.23,4693.42,51627.65,USD,FREIGHT
INV-YV2DV8K,C77577,01/08/2025,3728.11,298.25,4026.36,USD,GROUND
INV-I8VYK4N,C77726,09/21/2025,14858.95,1188.72,16047.67,USD,EXPRESS
INV-B4V17L3,C64279,06/14/2024,1116.45,55.82,1172.27,USD,GROUND
INV-UI4BWYR,C84879,01/20/2025,2246.75,224.68,2471.43,USD,GROUND
INV-NQO0XL1,C25055,03/27/2025,2398.19,0.0,2398.19,USD,GROUND
INV-L1VWNKN,C77577,06/03/2024,4349.27,0.0,4349.27,USD,GROUND
INV-W71XHQT,C28306,06/19/2024,4070.54,0.0,4070.54,USD,GROUND
INV-R7G2OLT,C16180,07/08/2025,48883.02,4888.3,53771.32,USD,FREIGHT
INV-WINI21X,C86178,04/26/2024,3952.19,395.22,4347.41,USD,2DAY
INV-PBMODZ7,C28306,10/06/2024,7036.07,562.89,7598.96,USD,EXPRESS
INV-RECGQ5F,C51553,04/19/2025,12441.94,1244.19,13686.13,USD,EXPRESS
INV-ONL64J5,C83948,08/04/2024,2485.71,198.86,2684.57,USD,GROUND
INV-N739RQ9,C16180,08/29/2024,4237.66,423.77,4661.43,USD,GROUND
INV-NRR3V1R,C60889,08/17/2024,3952.64,0.0,3952.64,USD,GROUND
INV-HDLHD3U,C43677,09/10/2025,3025.75,242.06,3267.81,USD,GROUND
INV-IX6E8WX,C35443,12/07/2024,3307.17,165.36,3472.53,USD,GROUND
INV-VQ034CT,C82971,08/17/2024,4366.95,218.35,4585.3,USD,GROUND
INV-P838QO1,C70464,03/13/2025,12777.23,638.86,13416.09,USD,EXPRESS
INV-B5FXLQS,C63096,07/23/2024,3784.76,302.78,4087.54,USD,2DAY
INV-XK8B77U,C17172,03/01/2024,2372.84,0.0,2372.84,USD,2DAY
INV-T1RPPYS,C98399,10/16/2024,10661.36,852.91,11514.27,USD,FREIGHT
INV-J5NVXY9,C28306,09/09/2025,5299.72,423.98,5723.7,USD,EXPRESS
INV-ZKYFN1X,C47375,04/24/2024,2658.49,132.92,2791.41,USD,GROUND
INV-AJQKIAK,C70464,06/26/2024,2534.16,202.73,2736.89,USD,GROUND
INV-QDB0V48,C11386,11/22/2025,41993.67,2099.68,44093.35,USD,FREIGHT
INV-ZPWU1BS,C63096,01/29/2024,2113.11,169.05,2282.16,USD,2DAY
INV-VRASXRO,C98399,02/22/2024,9910.02,0.0,9910.02,USD,EXPRESS
INV-88FKY5K,C33266,07/29/2024,4513.88,225.69,4739.57,USD,GROUND
INV-AW4KU9A,C77577,08/20/2024,19910.65,0.0,19910.65,USD,EXPRESS
INV-VN7X8YQ,C49018,01/03/2024,2854.18,0.0,2854.18,USD,GROUND
INV-G0QEJ9E,C14175,11/07/2025,4710.67,376.85,5087.52,USD,2DAY
INV-NXNYE2D,C63096,05/19/2025,3670.63,367.06,4037.69,USD,GROUND
INV-7G5ZIY1,C47375,10/20/2024,3739.74,186.99,3926.73,USD,GROUND
INV-TROLUMX,C11386,11/06/2025,1116.82,89.35,1206.17,USD,GROUND
INV-T9LCSSM,C99892,09/11/2025,7623.0,762.3,8385.3,USD,EXPRESS
INV-O3GJFQ4,C84879,06/19/2024,9509.72,475.49,9985.21,USD,2DAY
INV-5X3C9Y1,C09581,08/21/2024,3326.16,332.62,3658.78,USD,2DAY
INV-PQDF1C6,C78191,06/29/2024,8548.36,427.42,8975.78,USD,2DAY
INV-ANBYKYQ,C99892,07/02/2025,1820.08,182.01,2002.09,USD,GROUND
INV-RM2ZAQG,C94736,07/14/2025,8867.91,443.4,9311.31,USD,EXPRESS
INV-WHI85ZL,C93089,07/05/2025,2069.32,165.55,2234.87,USD,GROUND
INV-XKQNKYY,C22659,07/05/2024,5642.86,451.43,6094.29,USD,2DAY
INV-7EDFZI1,C73720,07/28/2024,9208.75,460.44,9669.19,USD,2DAY
INV-NO461UJ,C87356,10/28/2025,45051.31,2252.57,47303.88,USD,FREIGHT
INV-WGUVC5X,C98399,01/19/2024,44207.42,4420.74,48628.16,USD,FREIGHT
INV-50ML6MN,C77577,12/19/2024,16476.56,1318.12,17794.68,USD,EXPRESS
INV-HDA88XZ,C83948,04/19/2025,17972.77,0.0,17972.77,USD,EXPRESS
INV-QGPK0MT,C33266,12/18/2024,14760.54,738.03,15498.57,USD,FREIGHT
INV-15D5MRX,C16180,07/26/2024,3594.59,179.73,3774.32,USD,GROUND
INV-LM1CKG3,C92842,04/22/2024,11101.68,555.08,11656.76,USD,EXPRESS
INV-G4C4ALS,C63096,06/12/2025,2806.53,140.33,2946.86,USD,GROUND
INV-4YF5JBA,C73720,01/12/2024,1000.53,0.0,1000.53,USD,GROUND
INV-R9Y87GE,C35443,07/07/2025,8933.92,714.71,9648.63,USD,EXPRESS
INV-YMLLVHD,C83948,05/22/2025,4793.19,239.66,5032.85,USD,GROUND
INV-49UMQHY,C70464,07/05/2024,9860.63,0.0,9860.63,USD,EXPRESS
INV-3BH6HW6,C92842,08/29/2024,11296.77,1129.68,12426.45,USD,EXPRESS
INV-5138T2Q,C63096,09/10/2025,5956.62,595.66,6552.28,USD,2DAY
INV-HI5A242,C93089,09/08/2025,2712.03,216.96,2928.99,USD,GROUND
INV-BCIJKN6,C16180,02/06/2025,16480.01,1648.0,18128.01,USD,EXPRESS
INV-S9W82NT,C83948,08/23/2025,2557.22,0.0,2557.22,USD,GROUND
INV-YW6OZD3,C20405,12/12/2024,3582.45,286.6,3869.05,USD,GROUND
INV-CJE6939,C09581,07/20/2025,2423.49,193.88,2617.37,USD,GROUND
INV-IXLOOWY,C83350,05/31/2025,1871.47,93.57,1965.04,USD,GROUND
INV-3F4Q8Z0,C63096,07/27/2024,16789.54,839.48,17629.02,USD,EXPRESS
INV-4ERZ8IU,C51553,03/04/2024,13985.19,1398.52,15383.71,USD,FREIGHT
INV-ID6YTPF,C60889,05/21/2025,3439.24,275.14,3714.38,USD,2DAY
INV-S66QN2H,C99892,03/08/2025,1955.4,195.54,2150.94,USD,GROUND
INV-CRE5QRR,C08929,05/13/2024,8233.82,823.38,9057.2,USD,EXPRESS
INV-YXIWRVL,C25055,05/09/2024,2095.88,104.79,2200.67,USD,GROUND
INV-IQBZJ9S,C16180,10/21/2025,2535.68,202.85,2738.53,USD,GROUND
INV-XHARJ8G,C73720,10/10/2024,1054.78,52.74,1107.52,USD,GROUND
INV-4SA8DYK,C78191,07/29/2024,1681.88,134.55,1816.43,USD,GROUND
INV-VSXRDPH,C03366,12/28/2024,4471.54,0.0,4471.54,USD,GROUND
INV-62IR47B,C81739,02/10/2024,38806.97,3880.7,42687.67,USD,FREIGHT
INV-733TMG5,C34523,12/25/2024,4889.19,244.46,5133.65,USD,GROUND
INV-PNBTDL4,C91097,11/05/2025,3775.7,302.06,4077.76,USD,GROUND
INV-YQOGUK6,C17172,10/26/2024,4047.18,202.36,4249.54,USD,GROUND
INV-46T19V6,C15499,08/10/2024,2637.21,263.72,2900.93,USD,GROUND
INV-KIFC5QE,C49018,09/23/2025,4967.24,0.0,4967.24,USD,GROUND
INV-0KRHI07,C33266,03/13/2025,7050.35,564.03,7614.38,USD,2DAY
INV-3R1WV0H,C87356,06/02/2024,11710.03,0.0,11710.03,USD,EXPRESS
INV-NOMSTMP,C16180,05/09/2025,16355.95,1635.6,17991.55,USD,EXPRESS
INV-Q04O5ML,C97125,06/25/2024,18544.13,927.21,19471.34,USD,EXPRESS
INV-L4W0G3M,C92842,10/22/2025,12759.64,637.98,13397.62,USD,EXPRESS
INV-2RGTSA3,C97785,07/09/2024,14414.1,1441.41,15855.51,USD,EXPRESS
INV-K6O2Y07,C77726,06/09/2024,2273.67,227.37,2501.04,USD,GROUND
INV-R5UUSBP,C72495,09/26/2024,1048.2,0.0,1048.2,USD,GROUND
INV-X68HH62,C33266,03/19/2024,9813.22,0.0,9813.22,USD,EXPRESS
INV-X87M4K7,C24911,07/07/2025,2499.05,0.0,2499.05,USD,2DAY
INV-13FKT7V,C11386,05/05/2025,1831.19,91.56,1922.75,USD,GROUND
INV-JFWVQZP,C51553,08/11/2024,16235.16,1298.81,17533.97,USD,EXPRESS
INV-ID8G07D,C99808,10/28/2025,4060.73,203.04,4263.77,USD,GROUND
INV-LY5474F,C86178,07/14/2024,12657.29,0.0,12657.29,USD,EXPRESS
INV-QFHKEUI,C64279,12/15/2024,4234.24,338.74,4572.98,USD,GROUND
INV-029RN24,C09581,02/04/2024,10027.86,1002.79,11030.65,USD,EXPRESS
INV-BO4EI7T,C21531,09/06/2025,3107.16,248.57,3355.73,USD,GROUND
INV-Y8QO8HN,C77577,09/03/2024,3591.11,0.0,3591.11,USD,GROUND
INV-TDNBPI8,C86029,03/04/2024,2456.39,245.64,2702.03,USD,GROUND
INV-2P738QR,C25055,11/08/2024,3053.02,152.65,3205.67,USD,GROUND
INV-30TYC6E,C14637,12/01/2025,3050.0,0.0,3050.0,USD,GROUND
INV-OS57KJS,C29210,05/12/2024,22758.26,2275.83,25034.09,USD,FREIGHT
INV-NY59RBG,C93089,05/11/2025,3780.15,0.0,3780.15,USD,GROUND
INV-JHW6GIF,C03366,02/12/2024,4054.49,324.36,4378.85,USD,GROUND
INV-OBW3TW8,C81739,02/18/2024,4004.09,0.0,4004.09,USD,2DAY
INV-MJFEY8I,C02145,05/04/2024,4835.75,0.0,4835.75,USD,GROUND
INV-T628Y1V,C21531,11/06/2024,1720.65,172.07,1892.72,USD,GROUND
INV-CUJ6K1M,C93089,09/04/2025,4315.15,345.21,4660.36,USD,GROUND
INV-I6S5NLQ,C28306,06/07/2024,3161.87,0.0,3161.87,USD,GROUND
INV-V5FUANA,C97785,06/05/2024,7824.08,0.0,7824.08,USD,2DAY
INV-BACRUL1,C51553,06/21/2024,3643.13,291.45,3934.58,USD,GROUND
INV-431P13G,C78191,01/12/2024,12554.7,1004.38,13559.08,USD,EXPRESS
INV-PN55F52,C64279,12/13/2024,13194.94,1055.6,14250.54,USD,EXPRESS
INV-IQFX1OG,C94736,05/23/2025,3448.57,344.86,3793.43,USD,GROUND
INV-LD8KG7C,C47375,04/06/2025,2015.11,201.51,2216.62,USD,GROUND
INV-JFRGY2W,C17754,04/26/2025,3909.73,0.0,3909.73,USD,GROUND
INV-6XFPMFP,C33266,04/14/2024,10371.56,518.58,10890.14,USD,EXPRESS
INV-JG8E7YO,C91097,08/28/2024,9765.32,0.0,9765.32,USD,2DAY
INV-XNU0K6S,C49018,06/05/2025,3605.55,288.44,3893.99,USD,GROUND
INV-MS5PAI9,C43677,01/26/2025,2289.02,228.9,2517.92,USD,GROUND
INV-ENDS8ZK,C03366,03/09/2025,2721.64,0.0,2721.64,USD,2DAY
INV-H4K5TLT,C99808,01/14/2025,4629.94,231.5,4861.44,USD,GROUND
INV-X22PJHW,C77726,11/28/2024,3085.72,308.57,3394.29,USD,2DAY
INV-MF0X1FO,C17172,06/16/2024,2249.01,179.92,2428.93,USD,GROUND
INV-VQ3TS0W,C56067,07/26/2025,4507.96,450.8,4958.76,USD,GROUND
INV-JT8F43Y,C77577,11/30/2024,3182.3,159.12,3341.42,USD,GROUND
INV-3789RQK,C82971,06/04/2025,10094.79,504.74,10599.53,USD,EXPRESS
INV-0FLHAP0,C86178,05/18/2024,13708.86,1096.71,14805.57,USD,EXPRESS
INV-TGDFAH5,C35443,12/13/2025,1910.46,95.52,2005.98,USD,GROUND
INV-DXVEDSV,C99892,06/18/2025,45358.06,0.0,45358.06,USD,FREIGHT
INV-4SW65P7,C94736,02/03/2024,19535.84,0.0,19535.84,USD,EXPRESS
INV-1CN2EPL,C33266,05/08/2024,1420.25,113.62,1533.87,USD,GROUND
INV-2XI7O5Z,C57382,07/21/2024,5157.3,0.0,5157.3,USD,2DAY
INV-4E5P9UQ,C02145,05/31/2025,3128.76,156.44,3285.2,USD,GROUND
INV-PO97XYH,C94929,06/22/2024,2016.66,100.83,2117.49,USD,GROUND
INV-IOFL1SP,C24911,01/26/2024,19670.62,983.53,20654.15,USD,EXPRESS
INV-UYP7ALS,C29210,08/11/2025,4942.91,0.0,4942.91,USD,2DAY
INV-9E1ER0Z,C83948,06/26/2025,15216.62,760.83,15977.45,USD,EXPRESS
INV-GBUVVV3,C94929,04/16/2024,7916.13,633.29,8549.42,USD,2DAY
INV-4ZLM2AA,C57382,05/24/2025,5968.59,0.0,5968.59,USD,2DAY
INV-EPCOO20,C14637,02/25/2024,2893.28,289.33,3182.61,USD,GROUND
INV-DNRUY13,C94929,11/04/2025,8780.14,878.01,9658.15,USD,2DAY
INV-OUR7GLY,C91097,03/16/2025,4922.89,246.14,5169.03,USD,GROUND
INV-TOHFII2,C80551,06/10/2025,1323.36,105.87,1429.23,USD,GROUND
INV-G8DMFQI,C94929,08/09/2024,1602.06,0.0,1602.06,USD,GROUND
INV-P3ZTL1K,C15499,09/02/2025,19034.58,1903.46,20938.04,USD,EXPRESS
INV-85E0XIC,C77726,05/13/2025,3573.06,285.84,3858.9,USD,GROUND
INV-PQR7JKM,C99892,03/26/2024,22471.72,0.0,22471.72,USD,FREIGHT
INV-NKCK6LT,C21531,07/22/2025,1202.15,96.17,1298.32,USD,GROUND
INV-ER3FNB9,C47375,12/14/2024,2948.33,235.87,3184.2,USD,GROUND
INV-4YVOF0I,C34523,02/09/2024,2334.14,186.73,2520.87,USD,GROUND
INV-RQ66I3E,C29210,10/22/2025,4793.04,383.44,5176.48,USD,2DAY
INV-EU0JQZ9,C98672,06/19/2025,20358.05,1628.64,21986.69,USD,FREIGHT
INV-95V2KVX,C97125,03/03/2025,2853.68,228.29,3081.97,USD,GROUND
INV-H5SPMIK,C56067,04/02/2024,11580.95,926.48,12507.43,USD,EXPRESS
INV-J5ZDNT9,C86029,10/31/2025,9263.62,0.0,9263.62,USD,EXPRESS
INV-7UJ9Y19,C72495,06/13/2025,2355.69,117.78,2473.47,USD,GROUND
INV-C3W8TN7,C22659,12/03/2025,2552.48,204.2,2756.68,USD,GROUND
INV-FJ62ZUD,C47375,02/14/2024,4136.47,413.65,4550.12,USD,GROUND
INV-7ZLTQYN,C49018,06/23/2024,15009.78,1200.78,16210.56,USD,FREIGHT
INV-A07T9GK,C92842,12/25/2024,3521.82,176.09,3697.91,USD,GROUND
INV-5RUXSQZ,C63096,04/05/2024,18696.0,1869.6,20565.6,USD,EXPRESS
INV-KIAF6P5,C73720,09/20/2025,32649.36,2611.95,35261.31,USD,FREIGHT
INV-SDQV6BQ,C57382,09/19/2024,1042.4,0.0,1042.4,USD,GROUND
INV-ZP5LNBJ,C35443,02/25/2024,3202.88,160.14,3363.02,USD,GROUND
INV-O0QLAFH,C93089,06/13/2025,1888.69,151.1,2039.79,USD,GROUND
INV-Q77HZR4,C14175,03/16/2025,15067.72,1506.77,16574.49,USD,FREIGHT
INV-H7ZBC4U,C17754,10/15/2024,1772.48,177.25,1949.73,USD,GROUND
INV-ZK3J6IJ,C83350,04/29/2025,14997.2,0.0,14997.2,USD,EXPRESS
INV-DEPU81X,C97785,07/01/2025,4850.47,388.04,5238.51,USD,2DAY
INV-XSK6RMO,C80551,08/08/2025,10947.93,547.4,11495.33,USD,FREIGHT
INV-FRO77DT,C51553,09/14/2024,8078.86,807.89,8886.75,USD,2DAY
INV-5G3LVR5,C77726,06/22/2025,4597.45,367.8,4965.25,USD,GROUND
INV-4JQ0WLR,C78191,06/07/2024,3828.12,306.25,4134.37,USD,GROUND
INV-RCZEGI0,C99808,10/07/2025,4987.49,399.0,5386.49,USD,2DAY
INV-578PATI,C86178,07/24/2024,22071.65,1765.73,23837.38,USD,FREIGHT
INV-ET76FVR,C70464,03/04/2025,11357.44,567.87,11925.31,USD,EXPRESS
INV-FVUSE3C,C14637,01/12/2025,15113.12,0.0,15113.12,USD,EXPRESS
INV-GDP8RI6,C16655,09/01/2025,1849.06,184.91,2033.97,USD,GROUND
INV-10XG0VS,C84879,07/25/2025,9663.02,773.04,10436.06,USD,2DAY
INV-N2FAQCV,C47375,08/05/2025,4352.04,435.2,4787.24,USD,GROUND
INV-MMGYWI8,C63250,06/04/2025,33454.15,1672.71,35126.86,USD,FREIGHT
INV-OV5MVBI,C43677,06/02/2025,7291.1,0.0,7291.1,USD,EXPRESS
INV-JUO2R27,C86178,03/14/2024,3838.75,383.88,4222.63,USD,GROUND
INV-0J61GGE,C97125,05/05/2025,3169.04,0.0,3169.04,USD,GROUND
INV-DIHDQL0,C17172,06/11/2024,4717.56,0.0,4717.56,USD,GROUND
INV-5284EOK,C97125,03/28/2025,3741.23,374.12,4115.35,USD,GROUND
INV-HLIAPFV,C20405,02/25/2025,6826.2,682.62,7508.82,USD,EXPRESS
INV-H04FT4H,C08929,07/01/2025,1776.3,88.81,1865.11,USD,GROUND
INV-BMB9AA8,C82971,05/02/2025,8610.03,688.8,9298.83,USD,EXPRESS
INV-SQ7HN0A,C63096,12/29/2024,13923.13,0.0,13923.13,USD,EXPRESS
INV-F6A02MA,C77577,10/06/2025,15405.82,1540.58,16946.4,USD,EXPRESS
INV-SPA21ST,C97125,01/09/2024,11678.16,934.25,12612.41,USD,EXPRESS
INV-C3KRW6Z,C92842,07/14/2025,4953.79,495.38,5449.17,USD,GROUND
INV-6TC6OHE,C94736,11/01/2024,1658.33,82.92,1741.25,USD,GROUND
INV-PEXJDOT,C57382,02/20/2024,1314.23,0.0,1314.23,USD,GROUND
INV-QLNRMZL,C91097,12/19/2025,3583.72,286.7,3870.42,USD,GROUND
INV-95CJDNY,C16180,03/31/2024,2679.14,267.91,2947.05,USD,GROUND
INV-012IUBZ,C15978,07/17/2024,13188.67,1318.87,14507.54,USD,EXPRESS
INV-29CUPRZ,C16180,03/16/2024,6657.55,665.76,7323.31,USD,2DAY
INV-CMMGUV2,C33266,08/13/2024,1660.15,132.81,1792.96,USD,GROUND
INV-UI3RM86,C78191,12/10/2025,5202.33,416.19,5618.52,USD,2DAY
INV-OF3QASQ,C77577,01/18/2025,3205.57,160.28,3365.85,USD,GROUND
INV-8FPYRTR,C78191,09/08/2024,15423.89,771.19,16195.08,USD,EXPRESS
INV-6PAMA2G,C73720,07/13/2025,1894.49,151.56,2046.05,USD,GROUND
INV-PUF5ATI,C16655,05/04/2025,3456.1,276.49,3732.59,USD,GROUND
INV-226E4BG,C73720,07/07/2024,4689.61,0.0,4689.61,USD,GROUND
INV-65HISZY,C25055,03/25/2025,5791.07,289.55,6080.62,USD,2DAY
INV-BC6VX39,C14637,07/17/2025,3443.66,0.0,3443.66,USD,GROUND
INV-PQBGF8L,C92842,01/27/2024,3627.06,181.35,3808.41,USD,GROUND
INV-N9U26S1,C70464,10/11/2025,4588.76,458.88,5047.64,USD,GROUND
INV-UJ2VJ3M,C29210,10/12/2024,5522.26,441.78,5964.04,USD,EXPRESS
INV-VTSDUHS,C97785,03/30/2025,6890.34,0.0,6890.34,USD,2DAY
INV-2N1PUQO,C83948,11/24/2024,17668.83,1413.51,19082.34,USD,EXPRESS
INV-HN59PWB,C09581,12/29/2025,16155.01,0.0,16155.01,USD,FREIGHT
INV-3ZA3WT2,C80551,06/13/2024,3943.11,394.31,4337.42,USD,2DAY
INV-LRUG37F,C86178,02/06/2025,2362.79,236.28,2599.07,USD,GROUND
INV-5YDE6F1,C92842,07/03/2025,4650.4,465.04,5115.44,USD,GROUND
INV-GJTPMRM,C34523,04/07/2024,6709.24,335.46,7044.7,USD,2DAY
INV-ICJ9UCR,C49018,09/05/2025,13309.85,665.49,13975.34,USD,EXPRESS
INV-S6GPMMU,C98399,03/12/2024,1742.03,87.1,1829.13,USD,GROUND
INV-J007VJT,C03366,07/08/2024,3822.79,305.82,4128.61,USD,GROUND
INV-MVFSXJW,C34523,07/21/2025,9277.14,0.0,9277.14,USD,EXPRESS
INV-VAL3ISR,C63250,02/05/2025,3503.17,280.25,3783.42,USD,GROUND
INV-PI772D7,C49018,11/06/2025,5334.57,533.46,5868.03,USD,EXPRESS
INV-69JLVIZ,C15499,05/05/2024,12266.95,0.0,12266.95,USD,EXPRESS
INV-BBRGRZO,C17754,09/11/2024,23090.73,1154.54,24245.27,USD,FREIGHT
INV-KMSR3SJ,C34523,08/05/2025,4156.98,332.56,4489.54,USD,GROUND
INV-0WWOM5S,C78191,04/07/2025,7947.37,0.0,7947.37,USD,EXPRESS
INV-7LHAKS7,C14637,03/24/2024,12661.09,1012.89,13673.98,USD,EXPRESS
INV-3808L2I,C94736,01/13/2024,17849.75,892.49,18742.24,USD,EXPRESS
INV-IZ016P5,C91097,09/20/2025,2462.87,123.14,2586.01,USD,GROUND
INV-M4SJQH9,C11386,05/18/2025,47095.39,2354.77,49450.16,USD,FREIGHT
INV-8WR9XCJ,C70464,09/28/2025,49607.23,0.0,49607.23,USD,FREIGHT
INV-GWWXSKK,C57382,11/02/2024,37729.82,3018.39,40748.21,USD,FREIGHT
INV-URPV77P,C94929,11/29/2024,40500.49,0.0,40500.49,USD,FREIGHT
INV-A52CW32,C94929,12/31/2024,14971.96,748.6,15720.56,USD,EXPRESS
INV-BAJVX05,C99808,02/21/2024,3949.34,197.47,4146.81,USD,GROUND
INV-T9OE914,C63096,05/21/2024,7416.77,593.34,8010.11,USD,EXPRESS
INV-U28F02D,C63250,03/24/2025,15877.61,1270.21,17147.82,USD,EXPRESS
INV-057KMJG,C72495,09/06/2025,4323.79,345.9,4669.69,USD,GROUND
INV-5VFZFH6,C80551,10/26/2025,2982.1,238.57,3220.67,USD,GROUND
INV-MSDVYN3,C87356,03/09/2024,4408.32,0.0,4408.32,USD,GROUND
INV-BZWDRMS,C97125,05/21/2025,2426.16,0.0,2426.16,USD,GROUND
INV-QI0Y7CV,C56067,09/10/2024,1184.08,118.41,1302.49,USD,GROUND
INV-J8A202M,C28306,02/13/2024,11006.26,1100.63,12106.89,USD,FREIGHT
INV-VSP376X,C20405,02/28/2025,1700.21,136.02,1836.23,USD,GROUND
INV-HHVG1EX,C34523,10/08/2024,3311.93,331.19,3643.12,USD,GROUND
INV-6HWW3F6,C02145,06/05/2025,2390.79,239.08,2629.87,USD,GROUND
INV-SUB3QR3,C35443,01/19/2024,4475.29,358.02,4833.31,USD,GROUND
INV-QWOMT4F,C15499,11/06/2025,19573.04,1565.84,21138.88,USD,EXPRESS
INV-406QMBS,C83350,04/29/2025,4934.29,493.43,5427.72,USD,GROUND
INV-6WULWJH,C92842,04/05/2025,7889.37,788.94,8678.31,USD,EXPRESS
INV-FGGWMMJ,C77577,07/28/2025,3136.96,250.96,3387.92,USD,GROUND
INV-7CRM6YY,C49018,05/13/2024,2570.52,128.53,2699.05,USD,GROUND
INV-UJQJBKE,C20405,03/18/2024,1443.36,144.34,1587.7,USD,GROUND
INV-LIJD69K,C60889,09/29/2025,15911.13,1591.11,17502.24,USD,EXPRESS
