invoice_uid,client_ref,issued_on,amount_usd,shipment_category
INV-M9HA7OW,STARK ENTERPRISES,2025/12/19,4533.77,2DAY
INV-JZEBM65,UMBRELLA INDUSTRIES,"May 23, 2024",20379.41,EXPRESS
INV-UAR8VOZ,WAYNE GROUP,10/21/2025,5936.14,EXPRESS
INV-XRU3U7G, BLUE SUPPLY ,01/01/2025,19659.51,EXPRESS
INV-Z5N6XYR, INITECH FREIGHT ,2025-01-23,1645.76,GROUND
INV-R0QUQAJ,NIMBUS HOLDINGS,04/28/2025,2779.36,GROUND
INV-7I8BLQN,MASSIVE PARTNERS,2024/04/06,7213.48,EXPRESS
INV-Z1B2BSR,WAYNE GROUP,2025/08/31,32838.3,FREIGHT
INV-5TSY513,ZENITH HOLDINGS,11/30/2024,9761.19,2DAY
INV-VB7SYN1,MASSIVE CO,2025-01-27,2121.59,GROUND
INV-MAMRH42,VECTOR LLC,2025-01-24,19001.25,EXPRESS
INV-6XQOBA1,HOOLI CO,12/19/2025,8634.04,2DAY
INV-JXTLNMV,BLUE ENTERPRISES,2024-10-06,3598.5,2DAY
INV-F7IU0TL,WONKA SUPPLY,06/13/2024,5244.96,GROUND
INV-JWQBBUZ,WAYNE GROUP,06-May-2025,5284.64,EXPRESS
INV-F0AHYS2,WAYNE GROUP,07-Mar-2024,2874.87,GROUND
INV-GD4VVJP,NIMBUS HOLDINGS,"Jan 03, 2024",9411.91,EXPRESS
INV-FEN0L2N,APEX GROUP,2025/01/21,19845.81,FREIGHT
INV-TWV4V77,BLUE ENTERPRISES,"Oct 02, 2024",1616.5,GROUND
INV-74B1VK6,VECTOR CO,12/26/2024,2722.89,GROUND
INV-AIBKCPB,BLUE PARTNERS,04/24/2024,2907.01,GROUND
INV-SN01OKS,UMBRELLA ENTERPRISES,24-Dec-2024,13969.43,EXPRESS
INV-AP8Z4SM, UMBRELLA PARTNERS ,14-Jul-2024,2156.18,GROUND
INV-K4D1QGZ,TYRELL PARTNERS,"Sep 15, 2025",3928.98,GROUND
INV-A1V5048,MASSIVE CO,08-Jun-2025,3121.83,GROUND
INV-PD79X1E,VERTEX SUPPLY,"Jun 08, 2025",29884.65,FREIGHT
INV-RUW5TJT,ZENITH HOLDINGS,2024-05-23,4803.38,2DAY
INV-10K3FP9,VECTOR LOGISTICS,2024/08/16,4108.2,GROUND
INV-J2WCDNE,MASSIVE CO,2024-04-14,5285.07,2DAY
INV-C58KPCB,GREEN FREIGHT,05/17/2024,6347.3,2DAY
INV-P6OK7GD, WAYNE FREIGHT ,2025/06/08,1451.47,GROUND
INV-OIP5W9J,HOOLI LOGISTICS,"Sep 19, 2024",17097.95,EXPRESS
INV-G714U9T,VECTOR LLC,14-Dec-2025,3409.74,GROUND
INV-R91C3XU,GREEN FREIGHT,"Apr 04, 2024",8652.64,2DAY
INV-EILZ4NI, RED LOGISTICS ,07/08/2024,10631.85,EXPRESS
INV-GNWBQ25,ZENITH HOLDINGS,2025-05-21,24707.78,FREIGHT
INV-QDNAO5I,NIMBUS HOLDINGS,2025-03-15,4169.45,GROUND
INV-FHCE4DN, WAYNE FREIGHT ,29-Sep-2025,5037.26,GROUND
INV-QG2Y9YK,VERTEX SUPPLY,2024/02/10,4419.09,GROUND
INV-LKDG0T5,INITECH SUPPLY,07-Oct-2025,6329.26,2DAY
INV-S4P2E7V, UMBRELLA PARTNERS ,26-Sep-2025,11494.42,EXPRESS
INV-JLYQ4YH,WAYNE GROUP,"Oct 06, 2024",19733.22,EXPRESS
INV-QH91G49,QUANTUM FREIGHT,14-Oct-2025,2505.38,GROUND
INV-OYCTTHA,VECTOR LOGISTICS,2024-09-03,3837.77,GROUND
INV-JC7X2ST, RED LOGISTICS ,10/28/2025,4720.37,2DAY
INV-G6Q3P9E,ZENITH HOLDINGS,30-May-2025,3580.16,2DAY
INV-5VXUF6Z,WAYNE HOLDINGS,11/25/2025,3940.94,2DAY
INV-0KX3D4L,APEX FREIGHT,02-Oct-2024,4888.18,GROUND
INV-RW7KCH1,VERTEX SUPPLY,"May 30, 2024",1039.43,GROUND
INV-G3HZMNA,MASSIVE CO,2024/10/07,9684.03,2DAY
INV-3C3Q5GU,APEX GROUP,2024-06-09,5362.21,EXPRESS
INV-PLDSGN4,HOOLI SUPPLY,"Jun 02, 2025",11215.31,EXPRESS
INV-OEHCEXM,VECTOR LLC,"Oct 27, 2024",5841.44,EXPRESS
INV-TL1IN6H,VERTEX PARTNERS,2025/02/21,20973.93,EXPRESS
INV-K6XHMFH,NIMBUS HOLDINGS,2024-09-04,5131.01,2DAY
INV-W2F8YDZ,NIMBUS GROUP,2025-09-10,2637.98,GROUND
INV-TZD6I3B,APEX FREIGHT,"Aug 23, 2025",29175.38,FREIGHT
INV-6B40KXG,GREEN LLC,2025/02/20,8041.29,EXPRESS
INV-1EIG42H,UMBRELLA ENTERPRISES,2024/12/02,45808.38,FREIGHT
INV-6PDJNI1,TYRELL INDUSTRIES,2025-04-22,3642.55,GROUND
INV-7N2BDEB,INITECH SUPPLY,06-Jul-2025,16194.19,EXPRESS
INV-V9H53AV,WONKA LLC,"Sep 17, 2024",4942.51,GROUND
INV-LHM2GCI,WONKA SUPPLY,11/24/2025,1267.81,GROUND
INV-U7C2Y4W,GREEN LOGISTICS,07/04/2025,2599.41,GROUND
INV-3VT3T5S, BLUE SUPPLY ,2025-07-13,1161.92,GROUND
INV-EDSDIH2,MASSIVE CO,"May 17, 2024",3143.75,GROUND
INV-DHY5DI6,VECTOR FREIGHT,2025-07-09,1334.43,GROUND
INV-CVEMRNX,VECTOR FREIGHT,06/02/2024,9365.58,2DAY
INV-AUUW5Z4,NIMBUS INDUSTRIES,2025/11/07,2844.29,GROUND
INV-TBUGDMD,APEX FREIGHT,2024/06/06,2139.33,GROUND
INV-V11EXZ0,HOOLI SUPPLY,05/02/2025,5024.47,2DAY
INV-GYZAN7E,VECTOR FREIGHT,2025-03-21,4700.02,2DAY
INV-WNB9IAV,UMBRELLA INDUSTRIES,"Oct 15, 2025",5276.75,GROUND
INV-3QYF35Z,QUANTUM ENTERPRISES,2025-03-22,2191.66,GROUND
INV-JLVWFON,MASSIVE CO,"Mar 21, 2025",6162.0,2DAY
INV-FJ95CHJ,TYRELL FREIGHT,2025-11-04,1830.63,GROUND
INV-82O20CE,WAYNE GROUP,2024-07-31,2450.73,GROUND
INV-37RF78T,NIMBUS INDUSTRIES,2025-11-14,4028.47,GROUND
INV-HJ934C0, BLUE SUPPLY ,2025-03-19,3914.55,GROUND
INV-UCWTHIW,HOOLI ENTERPRISES,2025-02-20,6239.67,EXPRESS
INV-LUXWYUX,VERTEX SUPPLY,2024/07/10,3717.85,GROUND
INV-8YJDLB7,WAYNE GROUP,"Oct 13, 2025",4940.84,GROUND
INV-UWUW416,VECTOR CO,06/29/2024,2361.65,GROUND
INV-U56OY88,STARK PARTNERS,"Jun 27, 2024",8619.75,EXPRESS
INV-V0KW12G,STARK GROUP,2024/09/22,3187.73,GROUND
INV-I8DUTF4,VECTOR LOGISTICS,"Jul 14, 2025",4837.59,2DAY
INV-P3TQNSC,MASSIVE SUPPLY,23-May-2025,1810.55,GROUND
INV-QE9JK0U,HOOLI LOGISTICS,"Jul 03, 2025",1227.41,GROUND
INV-MWIED4W,WAYNE GROUP,2024/04/30,9941.76,2DAY
INV-QM1XOH9, MASSIVE LLC ,2025-05-25,2722.8,GROUND
INV-KV83GIQ,VERTEX PARTNERS,2024/10/06,6119.61,2DAY
INV-I82K20B, MASSIVE LLC ,25-Oct-2024,3611.69,GROUND
INV-EC8Z6RD,HOOLI CO,01-Mar-2025,6896.72,EXPRESS
INV-79NY17D,VERTEX SUPPLY,2025/10/26,13477.41,EXPRESS
INV-4P9Y9ZL,STARK GROUP,13-Jan-2024,2623.3,GROUND
INV-DA6QZUF,UMBRELLA INDUSTRIES,09/29/2025,12029.62,EXPRESS
INV-DG050LP, WAYNE FREIGHT ,2025/06/25,3866.61,2DAY
INV-4R3GWRL,WONKA LLC,07/12/2024,12059.45,EXPRESS
INV-M8HNURI,VERTEX SUPPLY,2024-01-24,3788.62,GROUND
INV-BYE5XTT,MASSIVE CO,04-Jun-2025,4047.78,GROUND
INV-TURGR2J, INITECH FREIGHT ,"Feb 21, 2024",2619.07,GROUND
INV-Z8PFCV9,VERTEX PARTNERS,05/24/2024,2978.55,GROUND
INV-RY7DOMC,UMBRELLA INDUSTRIES,12-Dec-2024,3160.03,GROUND
INV-UCE0SIY,QUANTUM FREIGHT,2025-09-20,4011.23,GROUND
INV-P8AEX3Q,TYRELL INDUSTRIES,26-Dec-2025,19452.39,FREIGHT
INV-RPA1EB9,HOOLI LOGISTICS,2024-02-07,1665.66,GROUND
INV-Q0UPCP6,HOOLI ENTERPRISES,2025/10/02,3654.73,2DAY
INV-WPDP8UO,HOOLI LOGISTICS,"Jun 04, 2024",8635.25,2DAY
INV-OQZA23Y,HOOLI SUPPLY,"Mar 11, 2024",2367.32,GROUND
INV-0NMDRNF,MASSIVE GROUP,25-Apr-2025,4668.43,GROUND
INV-6L3M21S,GREEN LOGISTICS,2024/04/15,8491.22,EXPRESS
INV-O6JVL9M,MASSIVE PARTNERS,2025/02/01,8813.76,EXPRESS
INV-UD3KA94,BLUE INDUSTRIES,2025/07/11,1118.75,GROUND
INV-KFUORKS, RED LOGISTICS ,2024-06-04,4120.9,GROUND
INV-K7D6T47,GREEN LLC,02/21/2024,1513.2,GROUND
INV-I93DBDI,VECTOR LLC,"May 05, 2024",10533.11,2DAY
INV-N4K3DQC,GREEN CO,16-Apr-2024,33368.75,FREIGHT
INV-Z7IU7DL,APEX GROUP,2025/12/30,3831.1,GROUND
INV-6N8TQOV,WAYNE GROUP,09/18/2024,14441.96,EXPRESS
INV-5I9JDH3,VERTEX PARTNERS,30-Dec-2025,5431.23,GROUND
INV-8BXOKP0,ACME INDUSTRIES,2024/07/31,3951.19,GROUND
INV-TU73KKL,TYRELL FREIGHT,07-Feb-2025,3116.91,GROUND
INV-J25TRC7,WAYNE HOLDINGS,2025/01/31,11737.47,EXPRESS
INV-SUB2QR7,QUANTUM FREIGHT,2025-09-20,33652.79,FREIGHT
INV-NQWC9XA, INITECH FREIGHT ,"Jan 27, 2024",7580.78,2DAY
INV-LMQPRVK,HOOLI LOGISTICS,"Apr 03, 2024",4802.12,GROUND
INV-PU82VC5,HOOLI CO,"Feb 23, 2025",3635.93,GROUND
INV-4DDEW4T,VECTOR LOGISTICS,2024-09-14,13235.61,EXPRESS
INV-PZJ1DTX, RED LOGISTICS ,2025/09/07,15987.47,EXPRESS
INV-TJBFBKQ,VERTEX PARTNERS,2024/01/31,8900.95,2DAY
INV-Y4SFAYW,MASSIVE GROUP,2024/07/08,4812.17,2DAY
INV-4TNZS5O,TYRELL FREIGHT,2024/04/24,9049.63,2DAY
INV-L07TXZZ, UMBRELLA PARTNERS ,11/17/2025,9884.59,EXPRESS
INV-YU2ADJR,HOOLI ENTERPRISES,2025/05/30,5168.34,2DAY
INV-0DTAWQ6,HOOLI SUPPLY,17-Jun-2025,3800.32,GROUND
INV-Z1QDBOR,TYRELL PARTNERS,"Jun 11, 2024",3863.84,GROUND
INV-6J9E7VL,BLUE CO,"Nov 06, 2025",3669.47,GROUND
INV-AXZTTL2,MASSIVE PARTNERS,12/20/2025,4794.58,GROUND
INV-O7GMJJH,VECTOR FREIGHT,30-Aug-2025,18722.38,EXPRESS
INV-PDITBCM,ZENITH HOLDINGS,2025/08/10,8131.81,2DAY
INV-7185JG5,ZENITH SUPPLY,2024-07-12,11744.68,EXPRESS
INV-QMLT6EB,GREEN CO,23-Mar-2024,32670.87,FREIGHT
INV-VEPB5JI,BLUE ENTERPRISES,2024-08-08,1157.33,GROUND
INV-BOZFT81,NIMBUS GROUP,12/04/2024,1186.77,GROUND
INV-FRAMMUV,HOOLI SUPPLY,11/30/2024,2483.36,GROUND
INV-YK9AQMX,HOOLI LOGISTICS,08/03/2025,1115.17,GROUND
INV-4FXQFU0,WAYNE GROUP,04/07/2024,3133.92,GROUND
INV-OZTGZYJ,TYRELL FREIGHT,"Nov 22, 2024",2889.69,GROUND
INV-PPDM0BS,GREEN LOGISTICS,2024/12/09,8333.19,2DAY
INV-IDFFAP7,HOOLI SUPPLY,22-Jan-2024,1915.74,GROUND
INV-6KY9HMB,MASSIVE CO,12-Nov-2025,2492.14,GROUND
INV-3QKEBC1,UMBRELLA ENTERPRISES,10/09/2024,8688.66,2DAY
INV-ZQ3RGFI,WAYNE GROUP,2025/07/19,2879.26,GROUND
INV-Y6A6DTZ, RED LOGISTICS ,2025/04/19,2482.51,GROUND
INV-DKU9N5D,HOOLI LOGISTICS,2024/04/02,18989.51,EXPRESS
INV-M4KRS2N,GREEN CO,01/29/2024,1095.93,GROUND
INV-K8RPUG1,VECTOR CO,01/10/2025,14820.37,EXPRESS
INV-H9C8ZNR,STARK FREIGHT,2024/08/27,1786.91,GROUND
INV-B9UQXBX,NIMBUS INDUSTRIES,30-Dec-2025,4957.92,GROUND
INV-TOEQEI3,INITECH SUPPLY,2025-10-10,36610.71,FREIGHT
INV-BJVKEGX,ACME INDUSTRIES,09/20/2025,18666.46,FREIGHT
INV-7AQGZ0L,ACME INDUSTRIES,2024-09-25,1748.5,GROUND
INV-W4ZQV7K,MASSIVE CO,2024-07-02,1118.86,GROUND
INV-QE8U1CX,MASSIVE GROUP,2024/07/26,9540.87,2DAY
INV-3MSJKE0,HOOLI LOGISTICS,09/23/2024,10310.5,2DAY
INV-BH6CG6A,HOOLI LOGISTICS,28-Jul-2025,5136.1,GROUND
INV-1IAUQ6C,GREEN CO,02/24/2025,6165.95,2DAY
INV-DLEKEOQ,QUANTUM FREIGHT,06/18/2025,1267.59,GROUND
INV-HPXWB8A,STARK ENTERPRISES,"Jun 06, 2025",3969.27,GROUND
INV-CSDWFXV, BLUE SUPPLY ,2024-08-11,4494.52,GROUND
INV-VDZ5QS5,MASSIVE GROUP,"Oct 28, 2024",13596.31,FREIGHT
INV-Z779R95,INITECH SUPPLY,2025-08-22,8017.22,2DAY
INV-DJ4HYJ3,INITECH SUPPLY,2024/07/24,1609.31,GROUND
INV-LKD8UYH,NIMBUS INDUSTRIES,"Mar 16, 2024",1745.22,GROUND
INV-R21UD5Q,STARK FREIGHT,04/08/2025,2284.94,2DAY
INV-RO8LPLZ,TYRELL LLC,2025-05-30,20898.87,FREIGHT
INV-XF7SOPN,ZENITH HOLDINGS,04/17/2024,4291.03,GROUND
INV-UF59S0S,TYRELL PARTNERS,07/10/2025,3135.59,GROUND
INV-S5H4UD1, UMBRELLA PARTNERS ,"Feb 12, 2024",2853.13,GROUND
INV-FPGOS0Z,APEX FREIGHT,11/18/2024,2357.27,GROUND
INV-YY5ZNGY,WONKA LLC,2025/01/18,4447.4,GROUND
INV-VZRGV44,MASSIVE CO,16-May-2025,3984.15,GROUND
INV-0LT6J52,MASSIVE SUPPLY,07/10/2025,33834.67,FREIGHT
INV-8NSRL5Y,VECTOR CO,2025/12/07,5142.4,GROUND
INV-XHFVW30,UMBRELLA ENTERPRISES,2025/03/09,3757.14,GROUND
INV-PEUKQRQ,MASSIVE GROUP,04/17/2024,5564.64,EXPRESS
INV-GQVKBAX, WAYNE FREIGHT ,21-Nov-2024,1304.8,GROUND
INV-8XD6M46,VERTEX SUPPLY,2025-09-13,4388.88,2DAY
INV-0HFDTWW,QUANTUM ENTERPRISES,21-Dec-2025,13151.67,EXPRESS
INV-535C69P,VERTEX PARTNERS,"Dec 10, 2025",34850.38,FREIGHT
INV-43QLUYA,HOOLI LOGISTICS,"Oct 28, 2025",14304.39,EXPRESS
INV-OQKRTXA,HOOLI SUPPLY,2024-08-08,4334.65,GROUND
INV-508QASR,ZENITH HOLDINGS,2024/11/24,3094.14,GROUND
INV-IJN32DO,ZENITH LOGISTICS,09-Sep-2024,7235.06,EXPRESS
INV-0VPDAUV,MASSIVE CO,27-Jun-2024,3112.66,GROUND
INV-YVJKDLC,GREEN LOGISTICS,2025-11-16,2471.43,GROUND
INV-5244GS2,BLUE INDUSTRIES,04/05/2025,3342.87,GROUND
INV-R0PJUTK,STARK GROUP,11/08/2025,3032.9,2DAY
INV-GIT72L4,ZENITH SUPPLY,28-Mar-2025,13621.88,EXPRESS
INV-9EUTIH6,GREEN CO,"Feb 21, 2024",4400.9,GROUND
INV-3N9V6VD,VERTEX SUPPLY,2024-03-11,4643.57,GROUND
INV-MQY0LPY,WAYNE HOLDINGS,26-Oct-2024,5218.56,GROUND
INV-8YP0H2D,GREEN LOGISTICS,2025-12-12,7599.59,2DAY
INV-U4ADW2Z,BLUE INDUSTRIES,11-Mar-2025,2233.54,GROUND
INV-WDUNA9V,NIMBUS HOLDINGS,2024-10-20,18146.16,EXPRESS
INV-OEXATEJ, UMBRELLA PARTNERS ,11/14/2025,5039.11,2DAY
INV-QO5BELB,WONKA LLC,"Nov 23, 2024",1173.77,GROUND
INV-WBDQX95,APEX FREIGHT,22-Oct-2024,3671.08,GROUND
INV-HYOB6I7,GREEN LOGISTICS,01/05/2025,3111.4,GROUND
INV-VRHD1YG,WAYNE GROUP,2024/03/10,34105.45,FREIGHT
INV-5XL3HV2,MASSIVE SUPPLY,2024/03/25,12957.11,EXPRESS
INV-MT6PTRX,MASSIVE CO,"Dec 17, 2024",15057.77,EXPRESS
INV-EQNQGD8,TYRELL PARTNERS,20-Mar-2025,10530.53,2DAY
INV-IEKOT1Y,TYRELL INDUSTRIES,03/11/2025,1209.01,GROUND
INV-Z09KJWP,NIMBUS GROUP,12/12/2024,9589.98,EXPRESS
INV-SJUT5SW,UMBRELLA INDUSTRIES,24-Dec-2025,14176.46,EXPRESS
INV-JNWJXSF,BLUE ENTERPRISES,2025-10-13,30188.33,FREIGHT
INV-5Q7ON5W,HOOLI SUPPLY,2025/02/10,12875.56,EXPRESS
INV-BV7LCZ1,STARK PARTNERS,02-Nov-2024,5173.35,GROUND
INV-JPPA13Y,STARK FREIGHT,"Dec 03, 2024",11795.42,EXPRESS
INV-DIP2O73,UMBRELLA INDUSTRIES,02/07/2025,4313.46,GROUND
INV-8DHPQEB,BLUE CO,2024-05-19,4027.98,GROUND
INV-UC21XI0,BLUE INDUSTRIES,05/16/2024,4602.32,GROUND
INV-E7HD2H7, INITECH FREIGHT ,2025/04/19,3355.44,GROUND
INV-ELFCFQX,TYRELL INDUSTRIES,2025-05-26,17421.03,EXPRESS
INV-9SLM6E4,GREEN LLC,"Mar 30, 2025",3995.42,GROUND
INV-JRXW02L,MASSIVE GROUP,"Mar 06, 2024",10681.34,2DAY
INV-NMODZF8,BLUE INDUSTRIES,2024-07-02,4674.37,GROUND
INV-GUXGL7Q,VERTEX PARTNERS,2025-10-14,17085.2,EXPRESS
INV-06Z2XJQ,WAYNE GROUP,2024/04/08,12200.26,EXPRESS
INV-PIE3QGK,WAYNE HOLDINGS,"Jun 26, 2024",2437.72,GROUND
INV-CFO1MHU,HOOLI SUPPLY,2024-04-15,42716.12,FREIGHT
INV-C9C2GSW,TYRELL FREIGHT,05/07/2024,2249.67,GROUND
INV-4D58RNC,ZENITH HOLDINGS,02/17/2025,2042.14,GROUND
INV-Z40XI9S,BLUE CO,2024/12/23,4334.33,GROUND
INV-84CZYX7,MASSIVE SUPPLY,"Feb 29, 2024",1316.24,GROUND
INV-SOY9OEJ, BLUE SUPPLY ,2024/04/26,14918.44,FREIGHT
INV-I7AGZFB, UMBRELLA PARTNERS ,2024-04-19,1355.15,GROUND
INV-L5J9N5C,INITECH SUPPLY,16-Apr-2025,19808.69,EXPRESS
INV-ZXBHEJV,GREEN LLC,11/01/2025,1496.75,GROUND
INV-6OG6AWG,UMBRELLA INDUSTRIES,12/29/2024,1422.46,GROUND
INV-KM8BJWL,BLUE INDUSTRIES,"Mar 18, 2025",3648.75,GROUND
INV-0QJ1WFR,TYRELL PARTNERS,"Jun 15, 2024",2234.52,GROUND
INV-8FNE8IX,MASSIVE CO,2024-11-27,2237.37,GROUND
INV-BI1BSP4,VECTOR LLC,11/11/2025,2335.15,2DAY
INV-SGFHDV4, MASSIVE LLC ,25-Aug-2025,15608.66,EXPRESS
INV-N01BKQM,TYRELL INDUSTRIES,2024/11/07,19793.47,EXPRESS
INV-FTVMPZR,TYRELL INDUSTRIES,2025-12-07,17586.83,FREIGHT
INV-UQW3OW0,STARK FREIGHT,2025-05-20,2890.38,GROUND
INV-7EBA65N,NIMBUS GROUP,18-Mar-2024,2577.94,GROUND
INV-IBQ30P9,STARK GROUP,2025-08-13,4363.42,GROUND
INV-F7VXQAZ,STARK ENTERPRISES,2024/01/28,36621.67,FREIGHT
INV-FUXH8WJ,TYRELL INDUSTRIES,18-Jun-2024,3298.61,GROUND
INV-WO81KY9,QUANTUM ENTERPRISES,08-Mar-2025,1920.64,GROUND
INV-GZJR3Q7,MASSIVE CO,24-Jul-2024,8011.96,2DAY
INV-T4C4IUS,HOOLI CO,06/25/2025,2045.46,GROUND
INV-TN2DLX0,VECTOR LLC,2024/05/30,4828.49,GROUND
INV-R40E2S6,HOOLI ENTERPRISES,2025/11/05,16086.04,EXPRESS
INV-PKXZ1BQ,MASSIVE SUPPLY,2024/02/25,12541.87,EXPRESS
INV-CU93OMP,BLUE INDUSTRIES,"Oct 08, 2024",5277.87,GROUND
INV-8UQ1302,ZENITH HOLDINGS,2024-07-02,1058.83,GROUND
INV-GED1R3X,HOOLI ENTERPRISES,03-Jan-2024,1184.78,GROUND
INV-4IVMLF0,BLUE ENTERPRISES,2025/08/11,4039.23,GROUND
INV-YPIRUFS,STARK GROUP,07/31/2024,4390.81,GROUND
INV-H0VVTV4,ACME INDUSTRIES,18-Nov-2024,1648.35,GROUND
INV-4HA0Y75,VERTEX PARTNERS,"Aug 11, 2024",4304.83,GROUND
INV-4O0BZYL, UMBRELLA PARTNERS ,06/25/2024,2895.84,GROUND
INV-YYXPC6A,NIMBUS INDUSTRIES,"Feb 26, 2025",2252.9,GROUND
INV-I3TIB71,HOOLI SUPPLY,17-Apr-2024,3948.37,GROUND
INV-5VKJIX3,UMBRELLA ENTERPRISES,2025-03-22,3835.9,2DAY
INV-RKMQU6B,APEX GROUP,15-Feb-2025,4182.9,GROUND
INV-YSZECLV,NIMBUS GROUP,02-Nov-2024,16921.28,EXPRESS
INV-NCGMPOO, BLUE SUPPLY ,2024-10-31,11822.25,EXPRESS
INV-7DX5IQT,STARK ENTERPRISES,2024/01/06,5826.84,2DAY
INV-DLCIEZY,VECTOR LOGISTICS,27-Jan-2024,3582.32,GROUND
INV-YPCM4OD, BLUE SUPPLY ,25-Nov-2025,17467.28,EXPRESS
INV-WOVQCEV,MASSIVE PARTNERS,2024-05-26,24426.07,FREIGHT
INV-VLE5NBU,WAYNE HOLDINGS,2024-02-01,13752.07,EXPRESS
INV-DBT5HPE,HOOLI CO,2024-02-24,7942.1,2DAY
INV-066I3N9,HOOLI SUPPLY,03/29/2024,6727.81,2DAY
INV-YHO9L51,MASSIVE CO,01-May-2024,2913.29,GROUND
INV-UL1BPJQ, RED LOGISTICS ,"Oct 20, 2024",12896.25,EXPRESS
INV-6PKC8BP,MASSIVE GROUP,2025/03/20,27180.59,FREIGHT
INV-C9BFEOA,STARK GROUP,2024/11/08,5219.1,GROUND
INV-8VYF6QI,VERTEX PARTNERS,2025/11/19,5348.78,GROUND
INV-QDBDKQ3,QUANTUM ENTERPRISES,03/03/2024,3665.37,GROUND
INV-PGBB1VR,HOOLI SUPPLY,"Apr 04, 2025",8253.34,EXPRESS
INV-VEGX0FB, INITECH FREIGHT ,31-Oct-2024,1112.84,GROUND
INV-Q0Y2SIS,ZENITH HOLDINGS,04/05/2025,23832.54,FREIGHT
INV-0MDCGAX, BLUE SUPPLY ,2025-07-29,9564.57,EXPRESS
INV-HU0V1BL,GREEN LOGISTICS,"Nov 18, 2025",5165.61,GROUND
INV-6VQFP6T,BLUE INDUSTRIES,2025/05/09,2607.92,GROUND
INV-P3WQL37,BLUE CO,2025-12-19,40065.74,FREIGHT
INV-2E4C1MC,HOOLI LOGISTICS,04-Jan-2025,8167.75,EXPRESS
INV-AW0X0UA,GREEN LOGISTICS,05/30/2025,4814.38,GROUND
INV-LNBMM09, INITECH FREIGHT ,2025/03/14,4800.38,GROUND
INV-5U44OH2,TYRELL INDUSTRIES,16-Feb-2024,2081.6,GROUND
INV-84KA4VT,WONKA LLC,2024/08/20,4564.03,GROUND
INV-ZR3MTOA,MASSIVE PARTNERS,2025-10-01,2801.94,GROUND
INV-YBDD93Q,VECTOR CO,29-May-2025,2378.2,GROUND
INV-QAVPIS7,GREEN LOGISTICS,"Jul 21, 2024",2320.85,2DAY
INV-GGSM3C1,TYRELL PARTNERS,11-Nov-2025,10151.87,2DAY
INV-2TV8L4Q,BLUE INDUSTRIES,2025/01/23,6281.79,EXPRESS
INV-XUWQ3BE,TYRELL LLC,2024/10/31,2839.52,GROUND
INV-RPYBF0C, MASSIVE LLC ,2025-12-09,1421.65,GROUND
INV-IFUQLRS, WAYNE FREIGHT ,2025/11/14,2710.38,GROUND
INV-IUI4GHP,HOOLI SUPPLY,11/11/2025,3584.65,GROUND
INV-O1TYYSS,MASSIVE CO,"May 02, 2025",3549.33,GROUND
INV-48NP5PU,UMBRELLA INDUSTRIES,"Apr 29, 2025",3503.89,GROUND
INV-OL6SX42,BLUE INDUSTRIES,"Feb 03, 2025",2031.45,GROUND
INV-TLDVBH5, INITECH FREIGHT ,2024-10-11,2215.62,2DAY
INV-0BJAPZM,MASSIVE GROUP,14-Oct-2025,4910.39,GROUND
INV-QAB456H,NIMBUS HOLDINGS,2025/08/03,3502.37,2DAY
INV-3ZN648Y,APEX GROUP,2024-02-13,3785.84,GROUND
INV-OPEJB02,VECTOR LOGISTICS,11/08/2024,1621.68,GROUND
INV-YAPLTYF,UMBRELLA INDUSTRIES,2025/11/20,4791.57,GROUND
INV-9HL6DGC,TYRELL LLC,04/29/2024,1109.57,GROUND
INV-Y4VKAG9,HOOLI SUPPLY,2024-08-31,13313.96,EXPRESS
INV-XR1LL7R,VECTOR LOGISTICS,2025-06-08,3864.09,GROUND
INV-CXMKS6S, UMBRELLA PARTNERS ,2025/11/08,1062.25,GROUND
INV-8XF1WYJ,NIMBUS HOLDINGS,02-Jun-2024,11653.8,EXPRESS
INV-BIM6AJG,GREEN FREIGHT,2025/12/24,2266.71,GROUND
INV-4XBVDN8,INITECH SUPPLY,2025-01-16,2915.83,GROUND
INV-111J1W1,NIMBUS INDUSTRIES,07/23/2024,1776.29,GROUND
INV-4DOVU7S,WONKA SUPPLY,"Aug 26, 2025",6391.29,2DAY
INV-WVKNAKB, RED LOGISTICS ,18-Oct-2025,2053.42,GROUND
INV-RZLH1LP,STARK PARTNERS,23-Feb-2024,3977.52,GROUND
INV-PM1AW2V, UMBRELLA PARTNERS ,2025/02/14,4603.14,GROUND
INV-IBNYV2J,VERTEX SUPPLY,2024-11-09,13176.09,EXPRESS
INV-HSPJXZB,UMBRELLA ENTERPRISES,2024/06/18,4124.34,GROUND
INV-3MDRAMK,HOOLI SUPPLY,"May 20, 2025",29145.41,FREIGHT
INV-7CHY294,STARK FREIGHT,07/27/2024,2337.74,GROUND
INV-K25RB9L,NIMBUS INDUSTRIES,2024-08-31,2396.55,GROUND
INV-13CAN8V,ZENITH HOLDINGS,"Mar 01, 2025",19525.2,EXPRESS
INV-H46K9C4,HOOLI CO,"Apr 19, 2024",3610.68,GROUND
INV-GJEV0ZY,BLUE INDUSTRIES,12/22/2025,5235.98,GROUND
INV-FD64QEC,ZENITH SUPPLY,"Dec 24, 2024",2295.39,GROUND
INV-NUGW98W,MASSIVE SUPPLY,04-Apr-2024,4939.63,GROUND
INV-17WBBBS, UMBRELLA PARTNERS ,2025-01-26,2398.71,GROUND
